Title,Year,DOI
Emergent expression of fitness-conferring genes by phenotypic selection,2022,10.1093/pnasnexus/pgac069
Identifying Different Mutation Sites Leading to Resistance to the Direct-Acting Antiviral (DAA) Sofosbuvir in Hepatitis C Virus Patients from Egypt,2022,10.3390/microorganisms10040679
Optimal control and Bayes inference applied to complex microbial communities,2022,10.3934/mbe.2022323
Structural insights into the interactions of flavin mononucleotide (FMN) and riboflavin with FMN riboswitch: a molecular dynamics simulation study,2020,10.1080/07391102.2019.1665587
Repurposing of the antimalarial agent tafenoquine to combat MRSA,2023,10.1128/msystems.01026-23
Synergistic Meropenem-Tobramycin Combination Dosage Regimens against Clinical Hypermutable Pseudomonas aeruginosa at Simulated Epithelial Lining Fluid Concentrations in a Dynamic Biofilm Model,2019,10.1128/AAC.01293-19
Towards a Harmonized Terminology: A Glossary for Biocide Susceptibility Testing,2022,10.3390/pathogens11121455
Evolutionary model for the unequal segregation of high copy plasmids,2019,10.1371/journal.pcbi.1006724
The structure-activity profile of mercaptobenzamides' anti-HIV activity suggests that thermodynamics of metabolism is more important than binding affinity to the target,2019,10.1016/j.ejmech.2019.06.020
"Molecular Docking of Nimbolide Extracted from Leaves of Azadirachta indica with Protein Targets to Confirm the Antifungal, Antibacterial and Insecticidal Activity",2023,10.1007/s12088-023-01104-6
Structural chemistry and molecular-level interactome reveals histidine kinase EvgS to subvert both antimicrobial resistance and virulence in Shigella flexneri 2a str. 301,2022,10.1007/s13205-022-03325-w
Environmentally Friendly Quinolones Design for a Two-Way Choice between Biotoxicity and Genotoxicity through Double-Activity 3D-QSAR Model Coupled with the Variation Weighting Method,2020,10.3390/ijerph17249398
Clinical characteristics and prognosis of bloodstream infections with carbapenem-resistant Gram-negative organisms in patients with hematological malignancies: A multicenter case-control study in China,2024,10.1016/j.jinf.2024.106331
Occidiofungin inhibition of Candida biofilm formation on silicone elastomer surface,2023,10.1128/spectrum.02460-23
Optimal dose of lactoferrin reduces the resilience of in vitro Staphylococcus aureus colonies,2022,10.1371/journal.pone.0273088
Primary and secondary clarithromycin resistance in Helicobacter pylori and mathematical modeling of the role of macrolides,2021,10.1038/s41467-021-22557-7
Supramolecular organization and dynamics of mannosylated phosphatidylinositol lipids in the mycobacterial plasma membrane,2023,10.1073/pnas.2212755120
Use of Transposon Directed Insertion-Site Sequencing to Probe the Antibacterial Mechanism of a Model Honey on E. coli K-12,2022,10.3389/fmicb.2021.803307
"In silico molecular targets, docking, dynamics simulation and physiologically based pharmacokinetics modeling of oritavancin",2024,10.1186/s40360-024-00804-z
Role of a Concentration Gradient in Malaria Drug Resistance Evolution: A Combined within- and between-Hosts Modelling Approach,2020,10.1038/s41598-020-63283-2
In-silico approach to identify novel potent inhibitors against GraR of S. aureus,2020,10.2741/4859
Bacteriophage specificity is impacted by interactions between bacteria,2024,10.1128/msystems.01177-23
"The antimicrobial peptide Polybia-MP1 differentiates membranes with the hopanoid, diplopterol from those with cholesterol",2021,10.1016/j.bbadva.2021.100002
The Spatial Heterogeneity of the Gut Limits Predation and Fosters Coexistence of Bacteria and Bacteriophages,2020,10.1016/j.chom.2020.06.002
Pneumococcal lineages associated with serotype replacement and antibiotic resistance in childhood invasive pneumococcal disease in the post-PCV13 era: an international whole-genome sequencing study,2019,10.1016/S1473-3099(19)30297-X
Temporal dynamics of genetically heterogeneous extended-spectrum cephalosporin-resistant Escherichia coli bloodstream infections,2023,10.1128/msphere.00183-23
Large Subunit of the Human Herpes Simplex Virus Terminase as a Promising Target in Design of Anti-Herpesvirus Agents,2023,10.3390/molecules28217375
Comparative fitness trade-offs associated with azole resistance in Candida auris clinical isolates,2024,10.1016/j.heliyon.2024.e32386
Rationally Designed Novel Phenyloxazoline Synthase Inhibitors: Chemical Synthesis and Biological Evaluation to Accelerate the Discovery of New Antimycobacterial Antibiotics,2023,10.3390/molecules28248115
"Linker-Improved Chimeric Endolysin Selectively Kills Staphylococcus aureus In Vitro, on Reconstituted Human Epidermis, and in a Murine Model of Skin Infection",2022,10.1128/aac.02273-21
"Small-Molecule Inhibitors Targeting Sterol 14α-Demethylase (CYP51): Synthesis, Molecular Modelling and Evaluation AgainstCandida albicans",2020,10.1002/cmdc.202000250
Dual Impact of a Benzimidazole Resistant β-Tubulin on Microtubule Behavior in Fission Yeast,2021,10.3390/cells10051042
Polypeptide Self-Assembled Nanoparticles as Delivery Systems for Polymyxins B and E,2020,10.3390/pharmaceutics12090868
"Diversity Distribution, Driving Factors and Assembly Mechanisms of Free-Living and Particle-Associated Bacterial Communities at a Subtropical Marginal Sea",2021,10.3390/microorganisms9122445
Allele-specific collateral and fitness effects determine the dynamics of fluoroquinolone resistance evolution,2022,10.1073/pnas.2121768119
Discerning perturbed assembly of lipids in a model membrane in presence of violacein: Effects of membrane hydrophobicity,2023,10.1016/j.bbamem.2023.184130
A Systems-Based Analysis of Mono- and Combination Therapy for Carbapenem-Resistant Klebsiella pneumoniae Bloodstream Infections,2022,10.1128/aac.00591-22
A scaling law in CRISPR repertoire sizes arises from the avoidance of autoimmunity,2022,10.1016/j.cub.2022.05.021
Molecular docking studies and biological evaluation of isoxazole-carboxamide derivatives as COX inhibitors and antimicrobial agents,2022,10.1007/s13205-022-03408-8
Gating interactions steer loop conformational changes in the active site of the L1 metallo-β-lactamase,2023,10.7554/eLife.83928
Genetic Alternatives for Experimental Adaptation to Colistin in Three Pseudomonas aeruginosa Lineages,2024,10.3390/antibiotics13050452
"One-pot synthesis, X-ray crystal structure, and identification of potential molecules against COVID-19 main protease through structure-guided modeling and simulation approach",2022,10.1016/j.arabjc.2022.104230
Molecular Modelling Study and Antibacterial Evaluation of Diphenylmethane Derivatives as Potential FabI Inhibitors,2023,10.3390/molecules28073000
Interactions of E. coli with algae and aquatic vegetation in natural waters,2022,10.1016/j.watres.2021.117952
Droplet- Rather than Aerosol-Mediated Dispersion Is the Primary Mechanism of Bacterial Transmission from Contaminated Hand-Washing Sink Traps,2019,10.1128/AEM.01997-18
"Higher-order effects, continuous species interactions, and trait evolution shape microbial spatial dynamics",2022,10.1073/pnas.2020956119
Predicting bacteriophage hosts based on sequences of annotated receptor-binding proteins,2021,10.1038/s41598-021-81063-4
Small-Molecule Inhibitor of Flaviviral NS3-NS5 Interaction with Broad-Spectrum Activity and Efficacy In Vivo,2023,10.1128/mbio.03097-22
Novel D-form of hybrid peptide (D-AP19) rapidly kills Acinetobacter baumannii while tolerating proteolytic enzymes,2022,10.1038/s41598-022-20236-1
"Molecular docking, dynamics and free energy analyses of Acinetobacter baumannii OXA class enzymes with carbapenems investigating their hydrolytic mechanisms",2020,10.1099/jmm.0.001233
Predicting the re-distribution of antibiotic molecules caused by inter-species interactions in microbial communities,2022,10.1038/s43705-022-00186-5
Bacteriophage therapy reduces Staphylococcus aureus in a porcine and human ex vivo burn wound infection model,2024,10.1128/aac.00650-24
Memory shapes microbial populations,2021,10.1371/journal.pcbi.1009431
Structure of the Acinetobacter baumannii PmrA receiver domain and insights into clinical mutants affecting DNA binding and promoting colistin resistance,2021,10.1093/jb/mvab102
Mathematical Modelling Highlights the Potential for Genetic Manipulation as an Adjuvant to Counter Efflux-Mediated MDR in Salmonella,2022,10.1007/s11538-022-01011-9
Molecular Dynamics Simulation of the Interaction of Two Linear Battacin Analogs with Model Gram-Positive and Gram-Negative Bacterial Cell Membranes,2021,10.1021/acsomega.0c04752
"Population Structure, Molecular Epidemiology, and β-Lactamase Diversity among Stenotrophomonas maltophilia Isolates in the United States",2019,10.1128/mBio.00405-19
Evaluating the Efficiency of Chitosan-Graphene Oxide Hybrid Hydrogels as Drug Delivery Systems,2023,10.1002/mame.202300166
Identification and characterization of mutations in the SARS-CoV-2 RNA-dependent RNA polymerase as a promising antiviral therapeutic target,2021,10.1007/s00203-021-02527-9
Robust analysis of prokaryotic pangenome gene gain and loss rates with Panstripe,2023,10.1101/gr.277340.122
Naturally Derived Malabaricone B as a Promising Bactericidal Candidate Targeting Multidrug-Resistant Staphylococcus aureus also Possess Synergistic Interactions with Clinical Antibiotics,2023,10.3390/antibiotics12101483
Multidrug Resistance in Mammals and Fungi-From MDR to PDR: A Rocky Road from Atomic Structures to Transport Mechanisms,2021,10.3390/ijms22094806
Characterization of Biological Resistance and Successful Drug Resistance Control in Medicine,2019,10.3390/pathogens8020073
Computational Modeling of the Virucidal Inhibition Mechanism for Broad-Spectrum Antiviral Nanoparticles and HPV16 Capsid Segments,2021,10.1021/acs.jpcb.1c07436
Discerning in vitro pharmacodynamics from OD measurements: A model-based approach,2022,10.1016/j.compchemeng.2021.107617
In Silico and In Vitro Assessment of Carbonyl Reductase 1 Inhibition Using ASP9521-A Potent Aldo-Keto Reductase 1C3 Inhibitor with the Potential to Support Anticancer Therapy Using Anthracycline Antibiotics,2023,10.3390/molecules28093767
Simultaneous molecular docking of different ligands to His6-tagged organophosphorus hydrolase as an effective tool for assessing their effect on the enzyme,2019,10.7717/peerj.7684
Simulated Intravenous versus Inhaled Tobramycin with or without Intravenous Ceftazidime Evaluated against Hypermutable Pseudomonas aeruginosa via a Dynamic Biofilm Model and Mechanism-Based Modeling,2022,10.1128/aac.02203-21
Synthesis and Biological Evaluation of Novel Fusidic Acid Derivatives as Two-in-One Agent with Potent Antibacterial and Anti-Inflammatory Activity,2022,10.3390/antibiotics11081026
"Pre-detection history of extensively drug-resistant tuberculosis in KwaZulu-Natal, South Africa",2019,10.1073/pnas.1906636116
Controlling Peptide Function by Directed Assembly Formation: Mechanistic Insights Using Multiscale Modeling on an Antimicrobial Peptide-Drug-Membrane System,2021,10.1021/acsomega.1c01114
"Prediction of functional proteins associated with the gut microbiome of an adult population in Lagos State, Nigeria",2023,10.1016/j.sciaf.2022.e01445
Genome-scale model of Rothia mucilaginosa predicts gene essentialities and reveals metabolic capabilities,2024,10.1128/spectrum.04006-23
A Model for Allosteric Communication in Drug Transport by the AcrAB-TolC Tripartite Efflux Pump,2022,10.3390/antibiotics11010052
Modeling spatial evolution of multi-drug resistance under drug environmental gradients,2024,10.1371/journal.pcbi.1012098
Metabolic Modeling Elucidates the Transactions in the Rumen Microbiome and the Shifts Upon Virome Interactions,2019,10.3389/fmicb.2019.02412
In vitro dynamics and mechanisms of resistance development to imipenem and imipenem/relebactam in Pseudomonas aeruginosa,2020,10.1093/jac/dkaa206
The impact of public health interventions on the future prevalence of ESBL-producing Klebsiella pneumoniae: a population based mathematical modelling study,2022,10.1186/s12879-022-07441-z
"Multi-step vs. single-step resistance evolution under different drugs, pharmacokinetics, and treatment regimens",2021,10.7554/eLife.64116
Multi-label classification for multi-drug resistance prediction of Escherichia coli,2022,10.1016/j.csbj.2022.03.007
Evolutionary rescue of resistant mutants is governed by a balance between radial expansion and selection in compact populations,2022,10.1038/s41467-022-35484-y
Prophage maintenance is determined by environment-dependent selective sweeps rather than mutational availability,2024,10.1016/j.cub.2024.03.025
Understanding the Antibacterial Resistance: Computational Explorations in Bacterial Membranes,2021,10.1021/acsomega.0c05590
"Therapeutic Potential of Novel Mastoparan-Chitosan Nanoconstructs Against Clinical MDR Acinetobacter baumannii: In silico, in vitro and in vivo Studies",2021,10.2147/IJN.S296717
Saturation Mutagenesis and Molecular Modeling: The Impact of Methionine 182 Substitutions on the Stability of β-Lactamase TEM-1,2024,10.3390/ijms25147691
Reactive Oxygen Species-Dependent Innate Immune Mechanisms Control Methicillin-Resistant Staphylococcus aureus Virulence in the Drosophila Larval Model,2021,10.1128/mBio.00276-21
Identification of natural inhibitor against L1 β-lactamase present in Stenotrophomonas maltophilia,2022,10.1007/s00894-022-05336-z
"Grow now, pay later: When should a bacterium go into debt?",2024,10.1073/pnas.2314900121
Bacteriophage treatment of carbapenemase-producing Klebsiella pneumoniae in a multispecies biofilm: a potential biocontrol strategy for healthcare facilities,2020,10.3934/microbiol.2020003
Molecular Anatomy of the Receptor Binding Module of a Bacteriophage Long Tail Fiber,2019,10.1371/journal.ppat.1008193
Uropathogenic Escherichia coli employs both evasion and resistance to subvert innate immune-mediated zinc toxicity for dissemination,2019,10.1073/pnas.1820870116
"Pathogen diversity and antimicrobial resistance transmission of Salmonella enterica serovars Typhi and Paratyphi A in Bangladesh, Nepal, and Malawi: a genomic epidemiological study",2024,10.1016/S2666-5247(24)00047-8
Controlled drug delivery systems in eradicating bacterial biofilm-associated infections,2021,10.1016/j.jconrel.2020.10.038
Comparative Study of the Removal Efficiency of Nalidixic Acid by Poly[(4-vinylbenzyl)trimethylammonium Chloride] and N-Alkylated Chitosan through the Ultrafiltration Technique and Its Approximation through Theoretical Calculations,2023,10.3390/polym15153185
Global evolutionary dynamics of virulence genes in ST11-KL47 carbapenem-resistant Klebsiella pneumoniae,2024,10.1016/j.ijantimicag.2024.107245
Recent approaches in computational modelling for controlling pathogen threats,2024,10.26508/lsa.202402666
The effect of enrofloxacin on enteric Escherichia coli: Fitting a mathematical model to in vivo data,2020,10.1371/journal.pone.0228138
Longitudinal Evolution of the Pseudomonas-Derived Cephalosporinase (PDC) Structure and Activity in a Cystic Fibrosis Patient Treated with β-Lactams,2022,10.1128/mbio.01663-22
Conformational restriction shapes the inhibition of a multidrug efflux adaptor protein,2023,10.1038/s41467-023-39615-x
Computationally designed peptide macrocycle inhibitors of New Delhi metallo-β-lactamase 1,2021,10.1073/pnas.2012800118
Small molecules restore azole activity against drug-tolerant and drug-resistant Candida isolates,2023,10.1128/mbio.00479-23
Synergistic effects of inhaled aztreonam plus tobramycin on hypermutable cystic fibrosis Pseudomonas aeruginosa isolates in a dynamic biofilm model evaluated by mechanism-based modelling and whole genome sequencing,2024,10.1016/j.ijantimicag.2024.107161
Membrane lipid homeostasis dually regulates conformational transition of phosphoethanolamine transferase EptA,2024,10.1038/s41467-024-54607-1
Outer Membranes of Polymyxin-Resistant Acinetobacter baumannii with Phosphoethanolamine-Modified Lipid A and Lipopolysaccharide Loss Display Different Atomic-Scale Interactions with Polymyxins,2020,10.1021/acsinfecdis.0c00330
Identification of Hidden Population Structure in Time-Scaled Phylogenies,2020,10.1093/sysbio/syaa009
Exploring ex vivo biofilm dynamics: consequences of low ampicillin concentrations on the human oral microbiome,2024,10.1038/s41522-024-00507-7
Pseudomonas Can Survive Tailocin Killing via Persistence-Like and Heterogenous Resistance Mechanisms,2020,10.1128/JB.00142-20
Mutational pathway maps and founder effects define the within-host spectrum of hepatitis C virus mutants resistant to drugs,2019,10.1371/journal.ppat.1007701
Spatial Characteristics of the Efflux Pump MexB Determine Inhibitor Binding,2022,10.1128/aac.00672-22
Synergy of polymyxin B and minocycline against KPC-3-and OXA-48-producing Klebsiella pneumoniae in dynamic time-kill experiments: agreement with in silico predictions,2024,10.1093/jac/dkad394
Modeling the MreB-CbtA Interaction to Facilitate the Prediction and Design of Candidate Antibacterial Peptides,2022,10.3389/fmolb.2021.814935
Bridging Classical Methodologies in Salmonella Investigation with Modern Technologies: A Comprehensive Review,2024,10.3390/microorganisms12112249
Evolutionary druggability for low-dimensional fitness landscapes toward new metrics for antimicrobial applications,2024,10.7554/eLife.88480
Phenotypic and genetic changes associated with the seesaw effect in MRSA strain N315 in a bioreactor model,2022,10.1016/j.jgar.2022.01.013
Molecular determinants of avoidance and inhibition of Pseudomonas aeruginosa MexB efflux pump,2023,10.1128/mbio.01403-23
Microfluidics for Biofilm Studies,2023,10.1146/annurev-anchem-091522-103827
Characterization of a Class A β-Lactamase from Francisella tularensis (Ftu-1) Belonging to a Unique Subclass toward Understanding AMR,2023,10.1021/acsbiomedchemau.2c00044
Targeting bioenergetics is key to counteracting the drug-tolerant state of biofilm-grown bacteria,2020,10.1371/journal.ppat.1009126
Fascination with Fluctuation: Luria and Delbruck's Legacy,2023,10.3390/axioms12030280
Cryo-EM structure of pleconaril-resistant rhinovirus-B5 complexed to the antiviral OBR-5-340 reveals unexpected binding site,2019,10.1073/pnas.1904732116
"One Health drivers of antibacterial resistance: Quantifying the relative impacts of human, animal and environmental use and transmission",2021,10.1016/j.onehlt.2021.100220
In silico investigation of riboswitches in fungi: structural and dynamical insights into TPP riboswitches in Aspergillus oryzae,2022,10.1080/15476286.2021.2015174
Discovery of the Novel Inhibitor Against New Delhi Metallo-β-Lactamase Based on Virtual Screening and Molecular Modelling,2020,10.3390/ijms21103567
Novel C-3-(N-alkyl-aryl)-aminomethyl rifamycin SV derivatives exhibit activity against rifampicin-resistant Mycobacterium tuberculosis RpoBS522L strain and display a different binding mode at the RNAP β-subunit site compared to rifampicin,2021,10.1016/j.ejmech.2021.113734
Within-Host Genotypic and Phenotypic Diversity of Contemporaneous Carbapenem-Resistant Klebsiella pneumoniae from Blood Cultures of Patients with Bacteremia,2022,10.1128/mbio.02906-22
"Staphylococcus aureus Internalization in Osteoblast Cells: Mechanisms, Interactions and Biochemical Processes. What Did We Learn from Experimental Models?",2021,10.3390/pathogens10020239
CNS Viral Infections-What to Consider for Improving Drug Treatment: A Plea for Using Mathematical Modeling Approaches,2024,10.1007/s40263-024-01082-3
Revertant mutation V48G alters conformational dynamics of highly drug resistant HIV protease PRS17,2021,10.1016/j.jmgm.2021.108005
H1 helix of colicin U causes phospholipid membrane permeation,2022,10.1016/j.bbamem.2022.183866
Measuring Microbial Mutation Rates with the Fluctuation Assay,2019,10.3791/60406
Identifying Novel Therapeutics for the Resistant Mutant F533L in PBP3 of Pseudomonas aeruginosa Using ML Techniques,2024,10.1021/acsomega.4c00929
Phenotypic-dependent variability and the emergence of tolerance in bacterial populations,2021,10.1371/journal.pcbi.1009417
Predictable properties of fitness landscapes induced by adaptational tradeoffs,2020,10.7554/eLife.55155
Plasma Membrane Integrity During Cell-Cell Fusion and in Response to Pore-Forming Drugs Is Promoted by the Penta-EF-Hand Protein PEF1 in Neurospora crassa,2019,10.1534/genetics.119.302363
"Temocillin Resistance in the Enterobacter cloacae Complex Is Conferred by a Single Point Mutation in BaeS, Leading to Overexpression of the AcrD Efflux Pump",2023,10.1128/aac.00358-23
Amphiphilic silver nanoclusters show active nano-bio interaction with compelling antibacterial activity against multidrug-resistant bacteria,2020,10.1038/s41427-020-00239-y
Covalent docking and molecular dynamics simulations reveal the specificity-shifting mutations Ala237Arg and Ala237Lys in TEM beta-lactamase,2022,10.1371/journal.pcbi.1009944
Phospholipid Transport Across the Bacterial Periplasm Through the Envelope-spanning Bridge YhdP,2025,10.1016/j.jmb.2024.168891
Unraveling the mechanism of octenidine and chlorhexidine on membranes: Does electrostatics matter?,2021,10.1016/j.bpj.2021.06.027
Characterization of the nucleotide-binding domain NsrF from the BceAB-type ABC-transporter NsrFP from the human pathogen Streptococcus agalactiae,2020,10.1038/s41598-020-72237-7
Nemonoxacin Enhances Antibacterial Activity and Anti-Resistance Mutation Ability of Vancomycin against Methicillin-Resistant Staphylococcus aureus in an In Vitro Dynamic Pharmacokinetic/Pharmacodynamic Model,2022,10.1128/aac.01800-21
The role of mathematical modelling in understanding prokaryotic predation,2022,10.3389/fmicb.2022.1037407
The C5α-Methyl-Substituted Carbapenem NA-1-157 Exhibits Potent Activity against Klebsiella spp. Isolates Producing OXA-48-Type Carbapenemases,2023,10.1021/acsinfecdis.3c00059
"Sensitivity to the two peptide bacteriocin plantaricin EF is dependent on CorC, a membrane-bound, magnesium/cobalt efflux protein",2019,10.1002/mbo3.827
"COMPLEXES OF FLUCONAZOLE WITH ALANINE, LYSINE AND THREONINE: MASS SPECTROMETRY AND THEORETICAL MODELING",2020,10.24075/brsmu.2020.048
Transmission dynamics and control of multidrug-resistant Klebsiella pneumoniae in neonates in a developing country,2019,10.7554/eLife.50468
The population genetics of collateral resistance and sensitivity,2021,10.7554/eLife.73250
Increased flexibility of the SARS-CoV-2 RNA-binding site causes resistance to remdesivir,2023,10.1371/journal.ppat.1011231
Hinge Region in DNA Packaging Terminase pUL15 of Herpes Simplex Virus: A Potential Allosteric Target for Antiviral Drugs,2019,10.3390/biom9100603
"Global Dynamics of a Two-Strain Disease Model with Amplification, Nonlinear Incidence and Treatment",2023,10.1007/s40995-023-01412-y
Pharmacokinetic and Pharmacodynamic Integration and Resistance Analysis of Tilmicosin Against Mycoplasma gallisepticum in an In Vitro Dynamic Model,2019,10.3389/fphar.2019.00670
Competition delays multi-drug resistance evolution during combination therapy,2021,10.1016/j.jtbi.2020.110524
Therapeutic bacteriophages as a rescue treatment for drug-resistant infections - an in vivo studies overview,2020,10.1111/jam.14535
PilT and PilU are homohexameric ATPases that coordinate to retract type IVa pili,2019,10.1371/journal.pgen.1008448
Microsecond dynamics of H10N7 influenza neuraminidase reveals the plasticity of loop regions and drug resistance due to the R292K mutation,2024,10.1002/jcc.27234
CFTR is required for zinc- mediated antibacterial defense in human macrophages,2024,10.1073/pnas.2315190121
The Bewildering Antitubercular Action of Pyrazinamide,2020,10.1128/MMBR.00070-19
Environmental and dynamic effects explain how nisin captures membrane-bound lipid II,2020,10.1038/s41598-020-65522-y
Multifaceted Activity of Fabimycin: Insights from Molecular Dynamics Studies on Bacterial Membrane Models,2024,10.1021/acs.jcim.4c00228
Engineering Planar Gram-Negative Outer Membrane Mimics Using Bacterial Outer Membrane Vesicles,2024,10.1021/acs.langmuir.4c02632
Revealing SARS-CoV-2 M pro mutation cold and hot spots: Dynamic residue network analysis meets machine learning,2024,10.1016/j.csbj.2024.10.031
NMR Characterization of the Influence of Zinc(II) Ions on the Structural and Dynamic Behavior of the New Delhi Metallo-β-Lactamase-1 and on the Binding with Flavonols as Inhibitors,2020,10.1021/acsomega.0c00590
Homology Model of a Catalytically Competent Bifunctional Rel Protein,2021,10.3389/fmolb.2021.628596
Analyzing the effect of mutations in SARS-CoV2 papain-like protease from Saudi isolates on protein structure and drug-protein binding: Molecular modelling and dynamics studies,2022,10.1016/j.sjbs.2021.09.028
Structural shifts in TolC facilitate Efflux-Mediated β-lactam resistance,2024,10.1038/s42003-024-06750-0
Power-law tail in lag time distribution underlies bacterial persistence,2019,10.1073/pnas.1903836116
"Micro-evolution of three Streptococcus species: selection, antigenic variation, and horizontal gene inflow",2019,10.1186/s12862-019-1403-6
On the probability of strain invasion in endemic settings: Accounting for individual heterogeneity and control in multi-strain dynamics,2020,10.1016/j.jtbi.2019.110109
Molecular Basis of Bicyclic Boronate β-Lactamase Inhibitors of Ultrabroad Efficacy - Insights From Molecular Dynamics Simulation Studies,2021,10.3389/fmicb.2021.721826
Lipopolysaccharide Simulations Are Sensitive to Phosphate Charge and Ion Parameterization,2020,10.1021/acs.jctc.9b00868
Molecular Dynamics Simulation reveals the mechanism by which the Influenza Cap-dependent Endonuclease acquires resistance against Baloxavir marboxil,2019,10.1038/s41598-019-53945-1
Diversification and Evolution of Vancomycin-Resistant Enterococcus faecium during Intestinal Domination,2019,10.1128/IAI.00102-19
Qualitative system dynamics modelling to support the design and implementation of tuberculosis infection prevention and control measures in South African primary healthcare facilities,2024,10.1093/heapol/czae084
Combining Multiple Approaches and Models to Dissect the Genetic Architecture of Resistance to Infections in Fish,2020,10.3389/fgene.2020.00677
Ceftolozane-Tazobactam against Pseudomonas aeruginosa Cystic Fibrosis Clinical Isolates in the Hollow-Fiber Infection Model: Challenges Imposed by Hypermutability and Heteroresistance,2023,10.1128/aac.00414-23
PK-PD integration of enrofloxacin and cefquinome alone and in combination against Klebsiella pneumoniae using an in vitro dynamic model,2023,10.3389/fphar.2023.1226936
Isoamphipathic antibacterial molecules regulating activity and toxicity through positional isomerism,2023,10.1039/d2sc06065e
Comparative hydrodynamic and nanoscale imaging study on the interactions of teicoplanin-A2 and bovine submaxillary mucin as a model ocular mucin,2023,10.1038/s41598-023-38036-6
Environmental fluctuations can promote evolutionary rescue in high-extinction-risk scenarios,2020,10.1098/rspb.2020.1144
Adapt or Perish: Evolutionary Rescue in a Gradually Deteriorating Environment,2020,10.1534/genetics.120.303624
Dynamics of drug on-drug off models with mutations in morbidostat-Dedicated to the seventieth birthday of Professor Gail Wolkowicz,2023,10.3934/math.20231061
Elucidating the Substrate Envelope of Enterovirus 68-3C Protease: Structural Basis of Specificity and Potential Resistance,2024,10.3390/v16091419
Time dependent asymptotic analysis of the gene regulatory network of the AcrAB-TolC efflux pump system in gram-negative bacteria,2021,10.1007/s00285-021-01576-4
"Temporin B Forms Hetero-Oligomers with Temporin L, Modifies Its Membrane Activity, and Increases the Cooperativity of Its Antibacterial Pharmacodynamic Profile",2022,10.1021/acs.biochem.1c00762
Cytomegalovirus-induced peroxynitrite promotes virus entry and contributes to pathogenesis in a murine model of infection,2024,10.1128/mbio.03152-23
Principles of Alternating Access in Multidrug and Toxin Extrusion (MATE) Transporters,2021,10.1016/j.jmb.2021.166959
Unveiling the hidden world: How arbuscular mycorrhizal fungi and its regulated core fungi modify the composition and metabolism of soybean rhizosphere microbiome,2024,10.1186/s40793-024-00624-y
Escherichia coli response to subinhibitory concentrations of colistin: insights from a study of membrane dynamics and morphology,2022,10.1039/d2bm00037g
The inhibitory mechanism of aurintricarboxylic acid targeting serine/threonine phosphatase Stp1 in Staphylococcus aureus: insights from molecular dynamics simulations,2019,10.1038/s41401-019-0216-x
Self-Assembled Cationic Nanoparticles Combined with Curcumin against Multidrug-Resistant Bacteria,2022,10.1021/acsomega.2c02855
"Insight into the Antibacterial Action of Iodinated Imine, an Analogue of Rafoxanide: a Comprehensive Study of Its Antistaphylococcal Activity",2023,10.1128/spectrum.03064-22
Collateral susceptibility-guided alternation of ceftolozane/tazobactam with imipenem prevents resistance development in XDR Pseudomonas aeruginosa biofilms,2024,10.1016/j.bioflm.2024.100231
Mechanistic Insights into Enzyme Catalysis from Explaining Machine-Learned Quantum Mechanical and Molecular Mechanical Minimum Energy Pathways,2022,10.1021/acsphyschemau.2c00005
Discovery of Nirmatrelvir Resistance Mutations in SARS-CoV-2 3CLpro: A Computational-Experimental Approach,2023,10.1021/acs.jcim.3c01269
Intestinal Inflammation Reversibly Alters the Microbiota to Drive Susceptibility to Clostridioides difficile Colonization in a Mouse Model of Colitis,2022,10.1128/mbio.01904-22
Model architectures for bacterial membranes,2022,10.1007/s12551-021-00913-7
Integrative Approach to Dissect the Drug Resistance Mechanism of the H172Y Mutation of SARS-CoV-2 Main Protease,2023,10.1021/acs.jcim.3c00344
Structural insights into the mechanotransducing mechanism of FtsEX in cell division,2024,10.1002/mco2.688
"Nanohybrid of Thymol and 2D Simonkolleite Enhances Inhibition of Bacterial Growth, Biofilm Formation, and Free Radicals",2022,10.3390/molecules27196161
Conformational dynamics and putative substrate extrusion pathways of the N-glycosylated outer membrane factor CmeC from Campylobacter jejuni,2023,10.1371/journal.pcbi.1010841
Polymyxin B Loosens Lipopolysaccharide Bilayer but Stiffens Phospholipid Bilayer,2020,10.1016/j.bpj.2019.11.008
Capturing Value Attributes in the Economic Evaluation of Ceftazidime with Avibactam for Treating Severe Aerobic Gram-Negative Bacterial Infections in the United Kingdom,2023,10.1007/s40273-023-01310-6
Genetic Paths to Evolutionary Rescue and the Distribution of Fitness Effects Along Them,2020,10.1534/genetics.119.302890
Antibiofilm and antivirulence potential of silver nanoparticles against multidrug-resistant Acinetobacter baumannii,2021,10.1038/s41598-021-90208-4
Modeling resistance to the broadly neutralizing antibody PGT121 in people living with HIV-1,2024,10.1371/journal.pcbi.1011518
Emergence of Resistance to Ceftazidime-Avibactam in a Pseudomonas aeruginosa Isolate Producing Derepressed blaPDC in a Hollow-Fiber Infection Model,2021,10.1128/AAC.00124-21
Interplay between competitive and cooperative interactions in a three-player pathogen system,2020,10.1098/rsos.190305
Magainin-H2 effects on the permeabilization and mechanical properties of giant unilamellar vesicles,2019,10.1016/j.jcis.2019.06.028
Deciphering the Coevolutionary Dynamics of L2 β-Lactamases via Deep Learning,2024,10.1021/acs.jcim.4c00189
Structure-activity relationship studies for inhibitors for vancomycin-resistant Enterococcus and human carbonic anhydrases,2022,10.1080/14756366.2022.2092729
